web_scraper_order,name_0,Character_Nickname_0,Game_Appeared_In_0,Position_0,Element_0,Kick_Lv50_0,Control_Lv50_0,Intelligence_Lv50_0,Technique_Lv50_0,Pressure_Lv50_0,Physical_Lv50_0,Agility_Lv50_0,Gender_0,Character_Role_0,image_0
"1770571669-2020","Harold Oldings","Oldings","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/6/_6tcowkhqlc.png"
"1770571671-2021","Montana Fleetfoot","Fleetfoot","Inazuma Eleven GO: Light / Shadow","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/s/osi9fpcb940.png"
"1770571674-2022","Neil Yetty","Yeti","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/4/64dl0cb5ahc.png"
"1770571676-2023","Dan Bannerman","Banner","Inazuma Eleven GO: Light / Shadow","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/q/lqsez9nd300.png"
"1770571678-2024","Noah Nymous","Anon","Inazuma Eleven GO: Light / Shadow","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/_/r_pxkgslcue.png"
"1770571680-2025","Barry Tone","Tone","Inazuma Eleven GO: Light / Shadow","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/x/ax-qnf0xvns.png"
"1770571683-2026","Dexter Poine","Poine","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/2/y25mjgmdqhs.png"
"1770571685-2027","Gus Duneaton","Duneaton","Inazuma Eleven GO: Light / Shadow","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/e/peitk5anhse.png"
"1770571687-2028","Moe Tivation","Tivation","Inazuma Eleven GO: Light / Shadow","DF","Forest","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/x/jxry3k1vyy0.png"
"1770571690-2029","Ord Ayshus","Ayshus","Inazuma Eleven GO: Light / Shadow","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/z/4za5abtvfbc.png"
"1770571692-2030","Cynthia Electra","Synthpop","Inazuma Eleven GO: Light / Shadow","FW","Fire","119","113","90","102","85","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wxb0aaac-t8.png"
"1770571694-2031","Rio Sands","Samba","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/z/nzwvtl8mteu.png"
"1770571696-2032","Precious Cryan","Cryan","Inazuma Eleven GO: Light / Shadow","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/z/tzpnco_e0h8.png"
"1770571699-2033","Daisy Young","Young","Inazuma Eleven GO: Light / Shadow","DF","Forest","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ib-sxxz-zsu.png"
"1770571701-2034","Millie Cheer","Cheer","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/0/c0dziks2syk.png"
"1770571703-2035","Patty Sierra","Sierra","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/c/zcs4p1kmbbm.png"
"1770571706-2036","Bowan Arras","Arras","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/9/x9rkhsygehm.png"
"1770571708-2037","Drummond Bays","Bays","Inazuma Eleven GO: Light / Shadow","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/v/avafmt-ap0k.png"
"1770571710-2038","Teo Chaspet","Chaspet","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/6/g65wfolscuu.png"
"1770571712-2039","Shiv Allrie","Allrie","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/s/rsiryxtoxn8.png"
"1770571717-2040","Ed Jogge","Jogge","Inazuma Eleven GO: Light / Shadow","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/w/qwhrre3dxse.png"
"1770571719-2041","Tarquin Chatstone","Chatty","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/y/byqwg7r5chs.png"
"1770571722-2042","Rith McCal","McCal","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/y/vyvo32sb7ee.png"
"1770571724-2043","Orel Knighter","Knighter","Inazuma Eleven GO: Light / Shadow","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/a/eaejaj0hwts.png"
"1770571726-2044","Baz Boyes","B-Boy","Inazuma Eleven GO: Light / Shadow","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/1/-198jubpjnc.png"
"1770571729-2045","Rocky Zine","Zine","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/d/pdmdkrnto-0.png"
"1770571731-2046","Beat Baxter","Baxter","Inazuma Eleven GO: Light / Shadow","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/8/n8lbky1_l40.png"
"1770571733-2047","Av Antguard","Antguard","Inazuma Eleven GO: Light / Shadow","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/u/8u6gnntfmlc.png"
"1770571735-2048","Abel Bumpkin","Bumpkin","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/7/c7zv0qmntrs.png"
"1770571738-2049","Gen Tillmann","Tillmann","Inazuma Eleven GO: Light / Shadow","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/t/tto0zva3-ye.png"
"1770571740-2050","Tuff Weedon","Tuff","Inazuma Eleven GO: Light / Shadow","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/7/d7z5duj-f0k.png"
"1770571742-2051","Ruff Weedon","Ruff","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/t/ytcyurveyhm.png"
"1770571745-2052","Ms QT","QT","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/5/g59afcsmv4k.png"
"1770571747-2053","Captain Jokar","Jokar","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/r/3rmhyjkc4lm.png"
"1770571749-2054","Pinkie Harte","Harte","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/-/x-vuh-_unr8.png"
"1770571752-2055","Dai Mondo","Mondo","Inazuma Eleven GO: Light / Shadow","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/w/mwe1mbzugyu.png"
"1770571754-2056","Cobie Clubb","Clubb","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/3/k3zpiylcleu.png"
"1770571756-2057","Carter Spaid","Spaid","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/f/vfoipnt4it8.png"
"1770571758-2058","Melody Fayre","Melody","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/w/1wl9c6yw9nm.png"
"1770571761-2059","Lora Fayre","Lora","Inazuma Eleven GO: Light / Shadow","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/y/ey6cxf-kq-k.png"
"1770571763-2060","Sally Honeywell","Sally","Inazuma Eleven GO: Light / Shadow","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/c/ucvutfg4uvs.png"
"1770571765-2061","Dilly Honeywell","Dilly","Inazuma Eleven GO: Light / Shadow","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/0/f0epa6gcdme.png"
"1770571768-2062","Alicia Odde","Alicia","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/e/rehxx3fgkzs.png"
"1770571770-2063","Emilia Odde","Emilia","Inazuma Eleven GO: Light / Shadow","GK","Wind","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/2/a2q2cijajqe.png"
"1770571772-2064","Esteban Range","Range","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/z/6zzdpvws8k0.png"
"1770571775-2065","Scally Wagg","Wagg","Inazuma Eleven GO: Light / Shadow","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/x/lxciiqwor5c.png"
"1770571777-2066","Larga Thanlyfe","Thanlyfe","Inazuma Eleven GO: Light / Shadow","DF","Forest","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/q/jqf-mzieu_c.png"
"1770571779-2067","Rumer ReVeale","ReVeale","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/4/440fhme-5m0.png"
"1770571781-2068","Hardy Scrapper","Scrapper","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/x/yxxqyrx2mse.png"
"1770571784-2069","Scaris Cowler","Cowler","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/_/p_mlfuxmhfs.png"
"1770571786-2070","Bea Jou","Bijou","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/x/hx9gfvefazm.png"
"1770571788-2071","Tom-Tom Thrasher","Thrasher","Inazuma Eleven GO: Light / Shadow","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/2/_/2_mnoq4_tak.png"
"1770571791-2072","Devin Hornes","Hornes","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/v/cvz_zd7dk_m.png"
"1770571793-2073","Joe Bloggs","Meister X","Inazuma Eleven GO: Light / Shadow","MF","Wind","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/9/z9ce0idnnmk.png"
"1770571795-2074","Orson Riffe","Riffe","Inazuma Eleven GO: Light / Shadow","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/s/tshrn_ovssu.png"
"1770571797-2075","Indy Rockrolle","Rockrolle","Inazuma Eleven GO: Light / Shadow","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/6/i6qkkaov_f8.png"
"1770571800-2076","Prue Scription","Scription","Inazuma Eleven GO: Light / Shadow","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/b/gbxwkzc56z8.png"
"1770571802-2077","Florence Orderly","Orderly","Inazuma Eleven GO: Light / Shadow","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/z/rzm3jm6dxqu.png"
"1770571804-2078","Slim Pointer","Slim","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xcfca7plikk.png"
"1770571807-2079","Dennis Tistry","Tistry","Inazuma Eleven GO: Light / Shadow","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/0/a00j3epxp5m.png"
"1770571809-2080","Fred Sidemanners","Manners","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/c/oc7ozndewsk.png"
"1770571811-2081","Hal Istic","Istic","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/0/_0kj0yl-dfm.png"
"1770571814-2082","Shah Lott","Shallot","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/e/le1rf_mc6gk.png"
"1770571816-2083","Ginger Carret","Carret","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/2/62ewoaamxtm.png"
"1770571818-2084","Pepe Bell","Bell","Inazuma Eleven GO: Light / Shadow","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/z/aznf7d1uiz8.png"
"1770571821-2085","Tommie Loveapple","Tommie","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/x/rxwkwitupau.png"
"1770571823-2086","Moos Akka","Akka","Inazuma Eleven GO: Light / Shadow","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/q/pqr447b4kgu.png"
"1770571825-2087","Charity Verchu","Charity","Inazuma Eleven GO: Light / Shadow","FW","Forest","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/4/y4gzvencn18.png"
"1770571827-2088","Lykan Moss","Moss","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/x/4xdsgzsksvm.png"
"1770571830-2089","Eric Byrne","Byrne","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/_/j_ynrm0w_mk.png"
"1770571834-2090","Robin O'Cruise","O'Cruise","Inazuma Eleven GO: Light / Shadow","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/x/nxpaxn95eke.png"
"1770571837-2091","Boyle Egger","Egg","Inazuma Eleven GO: Light / Shadow","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/_/w_yhcybdz5s.png"
"1770571839-2092","Logan Armstrong","Armstrong","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/v/ivn5tvyhuge.png"
"1770571841-2093","Carny Voris","Voris","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/9/t9wyaq-b51s.png"
"1770571843-2094","Eartha Toughlove","Toughlove","Inazuma Eleven GO: Light / Shadow","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/s/zs1tt3ltmvc.png"
"1770571846-2095","Eska Layte","Layte","Inazuma Eleven GO: Light / Shadow","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/6/c6em-itphm0.png"
"1770571848-2096","Mo Zake","Zake","Inazuma Eleven GO: Light / Shadow","DF","Fire","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/b/abdqqr_fkg0.png"
"1770571850-2097","Stace Strikes","Strikes","Inazuma Eleven GO: Light / Shadow","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/z/xzyx9uz_jtc.png"
"1770571853-2098","Tish Badum","Badum","Inazuma Eleven GO: Light / Shadow","GK","Wind","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/c/rcreuzs38zs.png"
"1770571855-2099","Oz Rater","Rater","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/0/g0gldmknrae.png"
"1770571857-2100","Hart O'Gold","O'Gold","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/k/ck20gj5hqt0.png"
"1770571860-2101","Hippolytus Horseriver","Hippo","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/i/tihvn2f99gc.png"
"1770571862-2102","Gee Kasoid","Geek","Inazuma Eleven GO: Light / Shadow","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/i/zi4n87cfaf0.png"
"1770571864-2103","Foley Edge","Edge","Inazuma Eleven GO: Light / Shadow","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/g/ogjsre6l3sc.png"
"1770571866-2104","Blakey Itchifoot","Itchifoot","Inazuma Eleven GO: Light / Shadow","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/p/ipqzczptcms.png"
"1770571869-2105","Snapper Krabbie","Krabbie","Inazuma Eleven GO: Light / Shadow","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/n/5nb4vmpxv_e.png"
"1770571871-2106","Watson Itfamie","Itfamie","Inazuma Eleven GO: Light / Shadow","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/g/7gckb_77q5e.png"
"1770571873-2107","Toasty Tryadd","Toasty","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/u/kutfsadbhks.png"
"1770571876-2108","Bluster Tryadd","Bluster","Inazuma Eleven GO: Light / Shadow","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/b/qbow_dojyqc.png"
"1770571878-2109","Leafy Tryadd","Leafy","Inazuma Eleven GO: Light / Shadow","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/p/bp_rsiozfz0.png"
"1770571880-2110","Homer Cooken","Cooken","Inazuma Eleven GO: Light / Shadow","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/b/1bkcijh6-1u.png"
"1770571883-2111","Trev Eeya","Eeya","Inazuma Eleven GO: Light / Shadow","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/p/epv9lchatg8.png"
